"Type","Mode","Entry","Line","Documentation","Country","Entry_correlation","TrueIntercept","RecordIntercept"
"4","Container","26","2","FALSE","2","0","0","0"
"7","Container","27","1","FALSE","2","0","1","1"
"1","Container","27","2","FALSE","2","0","0","1"
"2","Line","28","1","FALSE","3","0","0","0"
"2","Line","28","2","FALSE","3","0","1","1"
"6","Container","29","1","FALSE","3","0","1","1"
"2","Container","29","2","FALSE","3","0","0","1"
"1","Container","30","1","TRUE","1","0","0","1"
"4","Container","30","2","FALSE","3","0","1","1"
"3","Line","31","1","FALSE","1","0","0","0"
"6","Line","31","2","FALSE","2","0","0","0"
"3","Container","32","1","FALSE","1","0","0","0"
"6","Container","32","2","FALSE","2","0","0","0"
"6","Container","33","1","FALSE","2","0","1","1"
"5","Container","33","2","FALSE","2","0","0","1"
"4","Container","34","1","FALSE","3","0","1","1"
"5","Container","34","2","TRUE","3","0","0","1"
"5","Line","35","1","FALSE","2","0","0","0"
"8","Line","35","2","TRUE","3","0","1","1"
"1","Container","36","1","FALSE","1","0","0","1"
"7","Container","36","2","TRUE","2","0","1","1"
"1","Line","37","1","TRUE","3","0","0","0"
"3","Line","37","2","FALSE","2","0","0","0"
"2","Container","38","1","TRUE","2","0","0","0"
"6","Container","38","2","TRUE","2","0","0","0"
"7","Container","39","1","FALSE","1","0","1","1"
"6","Container","39","2","FALSE","3","0","1","1"
"5","Line","40","1","TRUE","3","0","1","1"
"3","Line","40","2","FALSE","3","0","0","0"
"8","Line","41","1","TRUE","3","0","1","1"
"4","Line","41","2","FALSE","1","0","0","0"
"3","Container","42","1","TRUE","1","0","0","0"
"3","Container","42","2","FALSE","3","0","0","0"
"6","Container","43","1","FALSE","3","0","1","1"
"8","Container","43","2","TRUE","2","0","0","1"
"3","Container","44","1","FALSE","3","0","1","1"
"8","Container","44","2","FALSE","3","0","1","1"
"3","Container","45","1","FALSE","3","0","0","1"
"5","Container","45","2","FALSE","1","0","1","1"
"7","Container","46","1","TRUE","3","0","1","1"
"4","Container","46","2","TRUE","2","0","0","1"
"6","Container","47","1","TRUE","3","0","0","0"
"4","Container","47","2","FALSE","1","0","0","0"
"5","Container","48","1","FALSE","3","0","1","1"
"2","Container","48","2","FALSE","1","0","0","1"
"8","Line","49","1","TRUE","2","0","0","0"
"7","Line","49","2","FALSE","3","0","1","1"
"7","Container","50","1","FALSE","1","0","1","1"
"8","Container","50","2","FALSE","1","0","1","1"
"4","Container","51","1","FALSE","2","0","0","0"
"2","Container","51","2","FALSE","2","0","0","0"
"7","Container","52","1","FALSE","2","0","0","0"
"1","Container","52","2","FALSE","3","0","0","0"
"3","Container","53","1","FALSE","2","0","0","0"
"6","Container","53","2","TRUE","3","0","0","0"
"4","Container","54","1","FALSE","1","0","0","0"
"4","Container","54","2","FALSE","1","0","0","0"
"1","Container","55","1","FALSE","3","0","0","1"
"8","Container","55","2","FALSE","3","0","1","1"
"2","Container","56","1","FALSE","1","0","0","0"
"2","Container","56","2","FALSE","3","0","0","0"
"4","Container","57","1","FALSE","2","0","0","0"
"1","Container","57","2","TRUE","1","0","0","0"
"4","Container","58","1","TRUE","2","0","0","1"
"5","Container","58","2","FALSE","1","0","1","1"
"6","Container","59","1","FALSE","3","0","1","1"
"6","Container","59","2","TRUE","3","0","0","1"
"7","Line","60","1","TRUE","1","0","0","0"
"2","Line","60","2","FALSE","1","0","0","0"
"2","Container","61","1","FALSE","2","0","0","1"
"8","Container","61","2","FALSE","3","0","1","1"
"3","Container","62","1","TRUE","3","0","0","1"
"7","Container","62","2","FALSE","2","0","1","1"
"8","Container","63","1","TRUE","3","0","1","1"
"2","Container","63","2","FALSE","3","0","0","1"
"5","Line","64","1","FALSE","2","0","1","1"
"1","Line","64","2","TRUE","2","0","0","0"
"7","Container","65","1","FALSE","1","0","1","1"
"6","Container","65","2","FALSE","3","0","1","1"
"6","Line","66","1","FALSE","3","0","0","0"
"1","Line","66","2","FALSE","2","0","0","0"
"3","Line","67","1","FALSE","1","0","0","0"
"7","Line","67","2","TRUE","1","0","1","1"
"3","Container","68","1","TRUE","1","0","0","0"
"2","Container","68","2","FALSE","2","0","0","0"
"4","Container","69","1","FALSE","3","0","0","0"
"6","Container","69","2","FALSE","2","0","0","0"
"7","Line","70","1","FALSE","3","0","1","1"
"1","Line","70","2","TRUE","2","0","0","0"
"7","Container","71","1","FALSE","3","0","1","1"
"3","Container","71","2","FALSE","2","0","0","1"
"5","Container","72","1","FALSE","3","0","0","0"
"3","Container","72","2","FALSE","1","0","0","0"
"4","Container","73","1","FALSE","1","0","0","0"
"4","Container","73","2","FALSE","3","0","0","0"
"3","Container","74","1","TRUE","3","0","0","1"
"5","Container","74","2","FALSE","1","0","1","1"
"3","Container","75","1","TRUE","1","0","0","1"
"7","Container","75","2","FALSE","3","0","1","1"
"5","Line","76","1","FALSE","3","0","1","1"
"1","Line","76","2","FALSE","3","0","0","0"
"4","Container","77","1","FALSE","3","0","0","1"
"6","Container","77","2","FALSE","1","0","1","1"
"5","Container","78","1","FALSE","3","0","1","1"
"1","Container","78","2","FALSE","3","0","0","1"
"7","Container","79","1","FALSE","2","0","1","1"
"5","Container","79","2","FALSE","1","0","0","1"
"2","Container","80","1","FALSE","2","0","0","1"
"5","Container","80","2","FALSE","2","0","1","1"
"1","Container","81","1","FALSE","1","0","0","1"
"6","Container","81","2","FALSE","3","0","1","1"
"2","Line","82","1","TRUE","1","0","0","0"
"1","Line","82","2","FALSE","2","0","0","0"
"5","Container","83","1","TRUE","3","0","1","1"
"1","Container","83","2","TRUE","2","0","0","1"
"6","Container","84","1","TRUE","1","0","0","0"
"1","Container","84","2","FALSE","1","0","0","0"
"1","Container","85","1","FALSE","2","0","0","0"
"3","Container","85","2","FALSE","3","0","0","0"
"1","Container","86","1","FALSE","2","0","0","0"
"4","Container","86","2","FALSE","2","0","0","0"
"7","Container","87","1","FALSE","3","0","1","1"
"7","Container","87","2","FALSE","2","0","1","1"
"1","Container","88","1","FALSE","3","0","0","0"
"2","Container","88","2","FALSE","1","0","0","0"
"8","Container","89","1","FALSE","3","0","1","1"
"5","Container","89","2","FALSE","1","0","1","1"
"2","Line","90","1","FALSE","2","0","0","0"
"2","Line","90","2","FALSE","3","0","0","0"
"7","Container","91","1","TRUE","1","0","1","1"
"2","Container","91","2","FALSE","3","0","0","1"
"1","Line","92","1","FALSE","1","0","0","0"
"1","Line","92","2","FALSE","2","0","0","0"
"7","Line","93","1","TRUE","1","0","1","1"
"5","Line","93","2","FALSE","3","0","0","0"
"7","Container","94","1","TRUE","3","0","1","1"
"5","Container","94","2","FALSE","1","0","0","1"
"3","Line","95","1","FALSE","2","0","0","0"
"2","Line","95","2","FALSE","2","0","0","0"
"7","Container","96","1","FALSE","3","0","1","1"
"4","Container","96","2","FALSE","3","0","1","1"
"8","Container","97","1","FALSE","3","0","1","1"
"4","Container","97","2","FALSE","3","0","0","1"
"2","Container","98","1","FALSE","3","0","0","0"
"4","Container","98","2","FALSE","2","0","0","0"
"7","Container","99","1","FALSE","3","0","1","1"
"2","Container","99","2","FALSE","3","0","0","1"
"4","Container","100","1","TRUE","3","0","0","0"
"2","Container","100","2","FALSE","2","0","0","0"
"3","Container","101","1","FALSE","3","0","0","0"
"3","Container","101","2","TRUE","1","0","0","0"
"8","Container","102","1","FALSE","2","0","1","1"
"6","Container","102","2","TRUE","2","0","0","1"
"8","Line","103","1","FALSE","1","0","0","0"
"4","Line","103","2","FALSE","1","0","0","0"
"2","Container","104","1","FALSE","3","0","0","1"
"8","Container","104","2","FALSE","1","0","1","1"
"3","Line","105","1","FALSE","1","0","0","0"
"3","Line","105","2","FALSE","2","0","0","0"
"1","Container","106","1","FALSE","2","0","0","1"
"8","Container","106","2","FALSE","3","0","1","1"
"4","Container","107","1","FALSE","3","0","1","1"
"6","Container","107","2","FALSE","2","0","0","1"
"5","Container","108","1","FALSE","3","0","0","0"
"1","Container","108","2","FALSE","2","0","0","0"
"1","Line","109","1","FALSE","2","0","0","0"
"3","Line","109","2","FALSE","3","0","0","0"
"8","Container","110","1","FALSE","1","0","1","1"
"2","Container","110","2","FALSE","1","0","0","1"
"7","Container","111","1","FALSE","1","0","1","1"
"5","Container","111","2","FALSE","3","0","1","1"
"5","Container","112","1","FALSE","2","0","0","0"
"1","Container","112","2","FALSE","3","0","0","0"
"5","Container","113","1","FALSE","3","0","1","1"
"8","Container","113","2","TRUE","1","0","1","1"
"6","Container","114","1","TRUE","3","0","1","1"
"2","Container","114","2","FALSE","1","0","0","1"
"3","Container","115","1","FALSE","2","0","0","0"
"3","Container","115","2","FALSE","3","0","0","0"
"1","Line","116","1","FALSE","2","0","0","0"
"6","Line","116","2","FALSE","1","0","1","1"
"3","Line","117","1","FALSE","3","0","0","0"
"4","Line","117","2","FALSE","1","0","1","1"
"6","Container","118","1","FALSE","1","0","1","1"
"6","Container","118","2","FALSE","1","0","1","1"
"7","Line","119","1","FALSE","3","0","1","1"
"5","Line","119","2","TRUE","1","0","0","0"
"3","Container","120","1","TRUE","3","0","0","1"
"7","Container","120","2","FALSE","2","0","1","1"
"7","Container","121","1","FALSE","3","0","1","1"
"8","Container","121","2","FALSE","2","0","1","1"
"2","Container","122","1","FALSE","1","0","0","0"
"7","Container","122","2","TRUE","2","0","0","0"
"5","Container","123","1","TRUE","1","0","0","0"
"5","Container","123","2","TRUE","3","0","0","0"
"1","Container","124","1","FALSE","2","0","0","0"
"1","Container","124","2","FALSE","1","0","0","0"
"5","Container","125","1","TRUE","3","0","1","1"
"5","Container","125","2","FALSE","2","0","0","1"
"5","Line","126","1","FALSE","2","0","0","0"
"4","Line","126","2","FALSE","2","0","0","0"
"4","Line","127","1","FALSE","1","0","0","0"
"5","Line","127","2","FALSE","1","0","1","1"
"7","Container","128","1","FALSE","2","0","0","0"
"1","Container","128","2","FALSE","3","0","0","0"
"6","Container","129","1","FALSE","1","0","1","1"
"2","Container","129","2","FALSE","3","0","0","1"
"2","Line","130","1","FALSE","2","0","0","0"
"3","Line","130","2","TRUE","3","0","0","0"
"6","Container","131","1","FALSE","1","0","1","1"
"2","Container","131","2","FALSE","1","0","0","1"
"7","Container","132","1","FALSE","3","0","0","1"
"1","Container","132","2","FALSE","3","0","1","1"
"6","Container","133","1","FALSE","2","0","0","1"
"5","Container","133","2","FALSE","2","0","1","1"
"6","Container","134","1","FALSE","3","0","1","1"
"8","Container","134","2","FALSE","3","0","1","1"
"3","Line","135","1","FALSE","2","0","0","0"
"3","Line","135","2","TRUE","1","0","0","0"
"5","Container","136","1","TRUE","1","0","1","1"
"7","Container","136","2","FALSE","3","0","1","1"
"7","Container","137","1","TRUE","1","0","1","1"
"8","Container","137","2","TRUE","3","0","1","1"
"5","Container","138","1","FALSE","2","0","0","0"
"3","Container","138","2","FALSE","3","0","0","0"
"3","Line","139","1","FALSE","3","0","0","0"
"6","Line","139","2","TRUE","3","0","0","0"
"5","Container","140","1","FALSE","2","0","0","1"
"8","Container","140","2","FALSE","3","0","1","1"
"7","Container","141","1","TRUE","2","0","0","0"
"3","Container","141","2","FALSE","1","0","0","0"
"2","Line","142","1","FALSE","1","0","0","0"
"1","Line","142","2","TRUE","2","0","0","0"
"3","Container","143","1","FALSE","2","0","0","0"
"4","Container","143","2","FALSE","3","0","0","0"
"4","Line","144","1","FALSE","3","0","0","0"
"5","Line","144","2","FALSE","2","0","0","0"
"2","Line","145","1","FALSE","2","0","0","0"
"1","Line","145","2","FALSE","3","0","0","0"
"7","Container","146","1","FALSE","2","0","1","1"
"4","Container","146","2","FALSE","3","0","0","1"
"6","Container","147","1","FALSE","1","0","1","1"
"3","Container","147","2","FALSE","1","0","0","1"
"2","Container","148","1","FALSE","2","0","0","0"
"1","Container","148","2","FALSE","3","0","0","0"
"5","Container","149","1","FALSE","1","0","1","1"
"5","Container","149","2","FALSE","1","0","0","1"
"8","Line","150","1","FALSE","1","0","1","1"
"5","Line","150","2","FALSE","3","0","1","1"
"8","Container","151","1","FALSE","3","0","0","0"
"2","Container","151","2","FALSE","1","0","0","0"
"5","Line","152","1","TRUE","3","0","0","0"
"8","Line","152","2","FALSE","2","0","1","1"
"6","Container","153","1","FALSE","2","0","0","0"
"2","Container","153","2","FALSE","2","0","0","0"
"4","Container","154","1","FALSE","3","0","0","1"
"4","Container","154","2","FALSE","3","0","1","1"
"7","Container","155","1","TRUE","3","0","1","1"
"2","Container","155","2","FALSE","1","0","0","1"
"1","Line","156","1","FALSE","1","0","0","0"
"2","Line","156","2","FALSE","2","0","0","0"
"4","Container","157","1","FALSE","3","0","1","1"
"1","Container","157","2","FALSE","2","0","0","1"
"4","Line","158","1","FALSE","3","0","1","1"
"8","Line","158","2","FALSE","3","0","1","1"
"2","Container","159","1","FALSE","3","0","0","1"
"6","Container","159","2","FALSE","3","0","1","1"
"2","Container","160","1","FALSE","2","0","0","0"
"4","Container","160","2","TRUE","2","0","0","0"
"5","Container","161","1","FALSE","3","0","1","1"
"7","Container","161","2","FALSE","1","0","1","1"
"5","Container","162","1","FALSE","2","0","1","1"
"3","Container","162","2","TRUE","1","0","0","1"
"1","Container","163","1","FALSE","1","0","0","0"
"3","Container","163","2","FALSE","2","0","0","0"
"3","Container","164","1","FALSE","2","0","0","0"
"4","Container","164","2","TRUE","3","0","0","0"
"6","Container","165","1","FALSE","2","0","0","0"
"6","Container","165","2","TRUE","1","0","0","0"
"3","Container","166","1","FALSE","2","0","0","1"
"8","Container","166","2","FALSE","3","0","1","1"
"2","Container","167","1","TRUE","1","0","0","1"
"8","Container","167","2","TRUE","3","0","1","1"
"3","Container","168","1","FALSE","1","0","1","1"
"3","Container","168","2","FALSE","1","0","0","1"
"8","Container","169","1","TRUE","2","0","1","1"
"6","Container","169","2","TRUE","2","0","1","1"
"6","Container","170","1","FALSE","1","0","1","1"
"4","Container","170","2","FALSE","3","0","0","1"
"4","Container","171","1","FALSE","1","0","1","1"
"8","Container","171","2","FALSE","3","0","1","1"
"6","Container","172","1","FALSE","2","0","0","0"
"4","Container","172","2","FALSE","3","0","0","0"
"7","Line","173","1","FALSE","3","0","1","1"
"1","Line","173","2","TRUE","3","0","0","0"
"8","Container","174","1","FALSE","3","0","1","1"
"8","Container","174","2","FALSE","1","0","1","1"
"3","Container","175","1","FALSE","3","0","0","0"
"1","Container","175","2","TRUE","1","0","0","0"
"2","Container","176","1","FALSE","3","0","0","0"
"4","Container","176","2","FALSE","1","0","0","0"
"5","Container","177","1","FALSE","3","0","1","1"
"6","Container","177","2","TRUE","3","0","0","1"
"6","Container","178","1","FALSE","2","0","1","1"
"1","Container","178","2","FALSE","1","0","0","1"
"4","Line","179","1","FALSE","3","0","0","0"
"5","Line","179","2","TRUE","1","0","0","0"
"8","Container","180","1","TRUE","2","0","0","1"
"5","Container","180","2","FALSE","2","0","1","1"
"4","Container","181","1","FALSE","1","0","0","1"
"6","Container","181","2","FALSE","1","0","1","1"
"2","Line","182","1","FALSE","3","0","0","0"
"6","Line","182","2","FALSE","1","0","1","1"
"1","Container","183","1","TRUE","3","0","1","1"
"1","Container","183","2","FALSE","1","0","0","1"
"3","Line","184","1","FALSE","3","0","0","0"
"7","Line","184","2","FALSE","3","0","1","1"
"1","Line","185","1","FALSE","3","0","0","0"
"3","Line","185","2","FALSE","3","0","0","0"
"3","Container","186","1","FALSE","2","0","0","0"
"6","Container","186","2","FALSE","1","0","0","0"
"7","Container","187","1","FALSE","1","0","1","1"
"2","Container","187","2","FALSE","2","0","0","1"
"8","Container","188","1","FALSE","3","0","1","1"
"8","Container","188","2","FALSE","1","0","1","1"
"5","Line","189","1","FALSE","1","0","0","0"
"6","Line","189","2","FALSE","3","0","1","1"
"4","Container","190","1","FALSE","2","0","0","0"
"3","Container","190","2","FALSE","2","0","0","0"
"2","Line","191","1","FALSE","2","0","0","0"
"3","Line","191","2","TRUE","1","0","0","0"
"5","Container","192","1","TRUE","1","0","0","0"
"6","Container","192","2","FALSE","1","0","0","0"
"7","Line","193","1","TRUE","2","0","1","1"
"7","Line","193","2","FALSE","2","0","1","1"
"1","Line","194","1","FALSE","3","0","0","0"
"5","Line","194","2","FALSE","2","0","0","0"
"3","Line","195","1","FALSE","3","0","0","0"
"4","Line","195","2","FALSE","2","0","1","1"
"7","Container","196","1","FALSE","1","0","1","1"
"5","Container","196","2","FALSE","1","0","1","1"
"8","Container","197","1","FALSE","3","0","1","1"
"8","Container","197","2","FALSE","2","0","1","1"
"2","Container","198","1","FALSE","1","0","0","1"
"6","Container","198","2","TRUE","1","0","1","1"
"4","Container","199","1","FALSE","1","0","0","0"
"1","Container","199","2","FALSE","2","0","0","0"
"3","Container","200","1","FALSE","3","0","0","0"
"4","Container","200","2","FALSE","1","0","0","0"
"7","Container","201","1","FALSE","1","0","1","1"
"6","Container","201","2","FALSE","3","0","1","1"
"7","Container","202","1","TRUE","3","0","1","1"
"3","Container","202","2","FALSE","3","0","0","1"
"6","Container","203","1","FALSE","3","0","1","1"
"7","Container","203","2","FALSE","1","0","0","1"
"6","Container","204","1","FALSE","3","0","0","1"
"6","Container","204","2","FALSE","1","0","1","1"
"1","Container","205","1","FALSE","3","0","0","0"
"3","Container","205","2","FALSE","2","0","0","0"
"1","Container","206","1","TRUE","2","0","0","0"
"4","Container","206","2","FALSE","2","0","0","0"
"6","Line","207","1","TRUE","1","0","1","1"
"8","Line","207","2","FALSE","1","0","1","1"
"2","Container","208","1","FALSE","3","0","0","1"
"6","Container","208","2","FALSE","1","0","1","1"
"7","Container","209","1","FALSE","1","0","0","1"
"8","Container","209","2","FALSE","1","0","1","1"
"4","Container","210","1","FALSE","3","0","0","0"
"1","Container","210","2","FALSE","1","0","0","0"
"1","Container","211","1","FALSE","1","0","0","0"
"1","Container","211","2","FALSE","2","0","0","0"
"7","Line","212","1","FALSE","1","0","1","1"
"8","Line","212","2","FALSE","3","0","1","1"
"4","Container","213","1","FALSE","3","0","0","1"
"7","Container","213","2","FALSE","1","0","1","1"
"8","Container","214","1","TRUE","3","0","1","1"
"1","Container","214","2","FALSE","2","0","0","1"
"8","Container","215","1","FALSE","1","0","1","1"
"6","Container","215","2","FALSE","1","0","1","1"
"6","Line","216","1","FALSE","3","0","1","1"
"3","Line","216","2","FALSE","3","0","0","0"
"1","Container","217","1","TRUE","2","0","0","0"
"6","Container","217","2","FALSE","2","0","0","0"
"4","Line","218","1","TRUE","2","0","0","0"
"3","Line","218","2","FALSE","1","0","0","0"
"6","Container","219","1","FALSE","2","0","0","0"
"4","Container","219","2","TRUE","1","0","0","0"
"2","Container","220","1","FALSE","3","0","0","0"
"3","Container","220","2","TRUE","1","0","0","0"
"3","Container","221","1","FALSE","2","0","0","1"
"7","Container","221","2","FALSE","3","0","1","1"
"7","Container","222","1","FALSE","1","0","0","0"
"1","Container","222","2","TRUE","1","0","0","0"
"7","Container","223","1","FALSE","3","0","1","1"
"4","Container","223","2","FALSE","1","0","1","1"
"6","Container","224","1","TRUE","3","0","1","1"
"4","Container","224","2","TRUE","2","0","0","1"
"3","Container","225","1","FALSE","1","0","0","0"
"4","Container","225","2","FALSE","3","0","0","0"
"6","Container","226","1","FALSE","2","0","1","1"
"3","Container","226","2","FALSE","1","0","1","1"
"5","Container","227","1","FALSE","1","0","1","1"
"4","Container","227","2","FALSE","2","0","0","1"
"4","Line","228","1","FALSE","3","0","0","0"
"4","Line","228","2","FALSE","3","0","0","0"
"5","Container","229","1","FALSE","3","0","0","1"
"8","Container","229","2","FALSE","2","0","1","1"
"7","Container","230","1","FALSE","1","0","1","1"
"2","Container","230","2","FALSE","3","0","0","1"
"2","Container","231","1","FALSE","2","0","0","0"
"5","Container","231","2","FALSE","2","0","0","0"
"7","Container","232","1","TRUE","3","0","1","1"
"7","Container","232","2","FALSE","3","0","1","1"
"6","Container","233","1","FALSE","1","0","1","1"
"1","Container","233","2","FALSE","1","0","0","1"
"6","Line","234","1","FALSE","3","0","1","1"
"8","Line","234","2","FALSE","2","0","1","1"
"3","Container","235","1","FALSE","3","0","0","0"
"4","Container","235","2","FALSE","3","0","0","0"
"8","Container","236","1","FALSE","1","0","1","1"
"6","Container","236","2","FALSE","2","0","0","1"
"8","Container","237","1","FALSE","1","0","1","1"
"3","Container","237","2","FALSE","1","0","0","1"
"4","Container","238","1","FALSE","2","0","0","1"
"5","Container","238","2","TRUE","3","0","1","1"
"4","Line","239","1","FALSE","3","0","0","0"
"6","Line","239","2","TRUE","1","0","0","0"
"6","Line","240","1","FALSE","3","0","1","1"
"3","Line","240","2","FALSE","3","0","0","0"
"8","Container","241","1","FALSE","1","0","1","1"
"2","Container","241","2","FALSE","2","0","0","1"
"6","Container","242","1","FALSE","2","0","1","1"
"5","Container","242","2","FALSE","3","0","1","1"
"3","Line","243","1","FALSE","2","0","0","0"
"6","Line","243","2","TRUE","1","0","0","0"
"1","Container","244","1","FALSE","3","0","0","1"
"7","Container","244","2","FALSE","1","0","1","1"
"6","Container","245","1","FALSE","3","0","1","1"
"1","Container","245","2","FALSE","2","0","1","1"
"5","Container","246","1","FALSE","1","0","1","1"
"6","Container","246","2","FALSE","3","0","0","1"
"1","Container","247","1","FALSE","1","0","0","1"
"8","Container","247","2","FALSE","1","0","1","1"
"3","Container","248","1","FALSE","3","0","0","0"
"3","Container","248","2","TRUE","3","0","0","0"
"6","Container","249","1","FALSE","3","0","1","1"
"8","Container","249","2","FALSE","3","0","0","1"
"3","Container","250","1","FALSE","3","0","0","0"
"4","Container","250","2","FALSE","3","0","0","0"
"7","Line","251","1","FALSE","2","0","1","1"
"6","Line","251","2","TRUE","1","0","1","1"
"7","Container","252","1","FALSE","1","0","1","1"
"2","Container","252","2","TRUE","3","0","0","1"
"1","Container","253","1","FALSE","3","0","0","1"
"7","Container","253","2","TRUE","1","0","1","1"
"8","Container","254","1","FALSE","2","0","1","1"
"7","Container","254","2","FALSE","3","0","1","1"
"6","Container","255","1","FALSE","2","0","0","1"
"6","Container","255","2","TRUE","3","0","1","1"
"1","Container","256","1","TRUE","2","0","0","0"
"1","Container","256","2","FALSE","2","0","0","0"
"5","Container","257","1","FALSE","2","0","1","1"
"7","Container","257","2","FALSE","3","0","1","1"
"2","Container","258","1","FALSE","2","0","0","1"
"7","Container","258","2","FALSE","3","0","1","1"
"1","Container","259","1","FALSE","3","0","0","1"
"7","Container","259","2","TRUE","3","0","1","1"
"7","Container","260","1","FALSE","3","0","1","1"
"2","Container","260","2","TRUE","2","0","0","1"
"4","Container","261","1","FALSE","3","0","0","0"
"4","Container","261","2","FALSE","2","0","0","0"
"2","Line","262","1","FALSE","1","0","0","0"
"4","Line","262","2","FALSE","3","0","0","0"
"5","Container","263","1","FALSE","3","0","0","0"
"5","Container","263","2","TRUE","1","0","0","0"
"3","Line","264","1","FALSE","2","0","0","0"
"8","Line","264","2","FALSE","2","0","1","1"
"4","Container","265","1","FALSE","2","0","0","0"
"7","Container","265","2","FALSE","3","0","0","0"
"6","Container","266","1","FALSE","1","0","0","1"
"5","Container","266","2","FALSE","3","0","1","1"
"1","Container","267","1","FALSE","3","0","0","0"
"1","Container","267","2","FALSE","2","0","0","0"
"1","Container","268","1","FALSE","3","0","0","1"
"5","Container","268","2","FALSE","1","0","1","1"
"6","Container","269","1","TRUE","3","0","0","1"
"8","Container","269","2","FALSE","3","0","1","1"
"6","Container","270","1","FALSE","1","0","1","1"
"1","Container","270","2","FALSE","2","0","0","1"
"7","Container","271","1","FALSE","2","0","1","1"
"2","Container","271","2","FALSE","2","0","0","1"
"4","Container","272","1","FALSE","3","0","0","0"
"5","Container","272","2","TRUE","2","0","0","0"
"8","Container","273","1","FALSE","3","0","1","1"
"2","Container","273","2","FALSE","2","0","0","1"
"8","Container","274","1","FALSE","1","0","1","1"
"6","Container","274","2","FALSE","3","0","1","1"
"7","Line","275","1","FALSE","3","0","1","1"
"5","Line","275","2","FALSE","1","0","1","1"
"7","Container","276","1","FALSE","2","0","1","1"
"3","Container","276","2","FALSE","1","0","0","1"
"1","Container","277","1","TRUE","2","0","0","0"
"5","Container","277","2","FALSE","1","0","0","0"
"3","Container","278","1","FALSE","3","0","0","1"
"6","Container","278","2","FALSE","3","0","1","1"
"5","Container","279","1","TRUE","3","0","1","1"
"3","Container","279","2","TRUE","3","0","1","1"
"2","Container","280","1","TRUE","2","0","0","0"
"4","Container","280","2","FALSE","3","0","0","0"
"1","Container","281","1","FALSE","3","0","0","0"
"4","Container","281","2","FALSE","3","0","0","0"
"4","Container","282","1","TRUE","3","0","0","1"
"7","Container","282","2","FALSE","3","0","1","1"
"8","Container","283","1","TRUE","1","0","1","1"
"8","Container","283","2","FALSE","3","0","1","1"
"4","Line","284","1","FALSE","2","0","1","1"
"5","Line","284","2","FALSE","2","0","0","0"
"1","Container","285","1","FALSE","1","0","0","0"
"2","Container","285","2","FALSE","1","0","0","0"
"5","Container","286","1","FALSE","3","0","1","1"
"2","Container","286","2","TRUE","2","0","0","1"
"8","Line","287","1","FALSE","3","0","1","1"
"5","Line","287","2","FALSE","3","0","1","1"
"7","Container","288","1","FALSE","2","0","1","1"
"6","Container","288","2","TRUE","2","0","0","1"
"5","Container","289","1","FALSE","2","0","0","0"
"4","Container","289","2","FALSE","3","0","0","0"
"8","Line","290","1","FALSE","3","0","1","1"
